Wall time,Step,Value
1522238425.765505,5,0.2931034564971924
1522238426.0392303,6,0.3093869686126709
1522238427.3835316,10,0.36685824394226074
1522238427.711404,11,0.3773946464061737
1522238428.316164,13,0.40613025426864624
1522238428.5910428,14,0.4281609356403351
1522238428.8518553,15,0.41858237981796265
1522238429.5583222,17,0.4568965435028076
1522238429.852713,18,0.43103447556495667
1522238430.1745675,19,0.4252873659133911
1522238430.4638376,20,0.44731801748275757
1522238431.744801,24,0.4597701132297516
1522238434.5650735,33,0.4454022943973541
1522238434.8313613,34,0.47413793206214905
1522238435.411029,36,0.477011501789093
1522238436.4967268,39,0.46168583631515503
1522238436.8401403,40,0.44348660111427307
1522238437.9294703,42,0.4559386968612671
1522238438.8572044,44,0.4636015295982361
1522238439.2958713,45,0.477011501789093
1522238439.9051182,47,0.4798850417137146
1522238440.4946344,49,0.472222238779068
1522238440.7615979,50,0.469348669052124
1522238441.711654,53,0.4885057508945465
1522238442.027391,54,0.4750957787036896
1522238442.2978225,55,0.48275861144065857
1522238442.6167018,56,0.487547904253006
1522238443.067947,57,0.47892722487449646
1522238444.2670696,60,0.45689657330513
1522238444.5438328,61,0.464559406042099
1522238445.2314122,63,0.4808429181575775
1522238445.8881917,65,0.477011501789093
1522238446.1940427,66,0.4837164878845215
1522238446.5131822,67,0.47413793206214905
1522238446.7857757,68,0.4636015295982361
1522238447.657369,71,0.45785441994667053
1522238447.9646866,72,0.43007662892341614
1522238448.224364,73,0.39559388160705566
1522238448.4972146,74,0.4042145609855652
1522238449.1359124,76,0.35153257846832275
1522238449.9554856,79,0.3381226062774658
1522238451.4611228,84,0.32662835717201233
1522238451.7133381,85,0.3180076479911804
1522238452.013376,86,0.3295019268989563
1522238452.3076766,87,0.33141762018203735
1522238452.621543,88,0.32279694080352783
1522238452.9116566,89,0.31130269169807434
1522238454.5064378,94,0.3256705105304718
1522238457.090823,102,0.3285440504550934
1522238457.9530427,105,0.33524903655052185
1522238458.25089,106,0.32758620381355286
1522238460.58924,113,0.33908045291900635
1522238461.5507674,116,0.33141762018203735
1522238462.149031,118,0.3448275923728943
1522238462.428774,119,0.32758620381355286
1522238462.685621,120,0.33141762018203735
1522238463.855604,124,0.3295018970966339
1522238464.1124427,125,0.3323754668235779
1522238464.4202614,126,0.3333333432674408
1522238465.2574923,129,0.33908045291900635
1522238465.6099303,130,0.3457854390144348
1522238466.532399,133,0.3304597735404968
1522238467.7280548,137,0.3381226062774658
1522238468.268391,139,0.3486590087413788
1522238468.8714406,141,0.34770113229751587
1522238469.1857545,142,0.34291186928749084
1522238469.5010939,143,0.3534482717514038
1522238469.8214457,144,0.34291186928749084
1522238471.0420096,148,0.3400382995605469
1522238471.7390926,150,0.3409961760044098
1522238472.6434782,153,0.34291186928749084
1522238472.947812,154,0.3419540226459503
1522238473.2436218,155,0.3256705105304718
1522238473.7411315,157,0.3898467421531677
1522238474.0875533,158,0.39080458879470825
1522238474.3823726,159,0.40229883790016174
1522238475.2717245,162,0.39846742153167725
1522238475.8466496,164,0.4090038239955902
1522238476.188054,165,0.4003831446170807
1522238476.7620518,167,0.39080458879470825
1522238477.1250184,168,0.4080459773540497
1522238478.0704725,171,0.4003831446170807
1522238479.553336,176,0.4003831446170807
1522238479.8751905,177,0.4166666567325592
1522238480.169473,178,0.41091954708099365
1522238480.7947752,180,0.41858237981796265
1522238481.1236506,181,0.42241379618644714
1522238481.7994475,183,0.4099617004394531
1522238482.382472,185,0.4166666567325592
1522238482.6773016,186,0.43773946166038513
1522238482.9886549,187,0.40708813071250916
1522238483.3681645,188,0.4281609356403351
1522238483.9838374,190,0.41475096344947815
1522238484.250547,191,0.4243294894695282
1522238486.0509846,198,0.4319923520088196
1522238487.4164665,202,0.4176245331764221
1522238488.9604557,206,0.43486589193344116
1522238489.324425,207,0.4492337107658386
1522238489.6185815,208,0.4521072804927826
1522238490.8129303,212,0.4559386968612671
1522238491.7927113,215,0.45402300357818604
1522238492.6706321,218,0.4492337107658386
1522238492.9598124,219,0.469348669052124
1522238493.9853961,222,0.487547904253006
1522238494.316808,223,0.45114943385124207
1522238494.936158,225,0.484674334526062
1522238495.324191,226,0.4559386968612671
1522238495.6003876,227,0.469348669052124
1522238496.2040586,229,0.47030651569366455
1522238496.5229056,230,0.45019158720970154
1522238497.1662486,232,0.45881226658821106
1522238497.4770775,233,0.472222238779068
1522238497.8365316,234,0.4607279896736145
1522238498.7661016,237,0.4913793206214905
1522238499.8194618,240,0.47126439213752747
1522238501.444299,245,0.4683908224105835
1522238502.133636,247,0.47413793206214905
1522238502.9517813,249,0.479885071516037
1522238503.5062573,250,0.492337167263031
1522238505.3661842,255,0.49712643027305603
1522238506.6726594,258,0.49712643027305603
1522238506.9836974,259,0.4808429181575775
1522238507.348168,260,0.48946359753608704
1522238507.6374054,261,0.47796934843063354
1522238508.2567368,263,0.477011501789093
1522238509.617375,267,0.5038314461708069
1522238510.3067088,269,0.4808429181575775
1522238510.954101,271,0.495210736989975
1522238511.724877,273,0.47892722487449646
1522238513.450933,278,0.48659002780914307
1522238514.1527998,280,0.479885071516037
1522238515.429323,284,0.507662832736969
1522238516.9310372,289,0.479885071516037
1522238517.658974,291,0.501915693283081
1522238517.9797952,292,0.4961685836315155
1522238519.3039646,295,0.5057471394538879
1522238520.1607451,297,0.49425289034843445
1522238520.5163016,298,0.4913793206214905
1522238520.8036652,299,0.48946359753608704
1522238521.373178,301,0.4990421533584595
1522238521.7398865,302,0.49042144417762756
1522238522.053598,303,0.5067049860954285
1522238523.4222388,307,0.5143678188323975
1522238523.7761803,308,0.4990421533584595
1522238524.370128,310,0.48180076479911804
1522238525.4839017,313,0.4990421533584595
1522238526.732853,317,0.5134099721908569
1522238527.0710888,318,0.484674334526062
1522238527.398093,319,0.4990421533584595
1522238527.6831777,320,0.5114942789077759
1522238528.291685,322,0.5316091775894165
1522238529.432873,325,0.507662832736969
1522238529.802179,326,0.5220306515693665
1522238530.1139328,327,0.5316091775894165
1522238531.0862548,330,0.5450191497802734
1522238531.4366934,331,0.5277777910232544
1522238532.0060165,333,0.5114942789077759
1522238533.880887,339,0.530651330947876
1522238534.4970665,341,0.545976996421814
1522238535.7909515,344,0.5354406237602234
1522238536.1037817,345,0.5431034564971924
1522238536.7472432,347,0.5421456098556519
1522238537.0613575,348,0.530651330947876
1522238538.6875308,353,0.5316091775894165
1522238539.0241373,354,0.5258620977401733
1522238539.677404,356,0.5469348430633545
1522238540.2660964,358,0.5718390941619873
1522238540.5596929,359,0.5632184147834778
1522238540.8442054,360,0.5517241358757019
1522238541.7823195,363,0.5488505959510803
1522238542.1232748,364,0.570881187915802
1522238543.1766155,367,0.5354406237602234
1522238543.5292652,368,0.5823754668235779
1522238544.1274662,370,0.5967432856559753
1522238544.4748902,371,0.5775862336158752
1522238545.0883293,373,0.5986589789390564
1522238546.4383051,377,0.5823754668235779
1522238546.7526376,378,0.5833333134651184
1522238547.0372298,379,0.5795019268989563
1522238547.829334,381,0.5986589789390564
1522238548.1466744,382,0.5842912197113037
1522238549.083067,385,0.5938697457313538
1522238549.445084,386,0.5804597735404968
1522238549.7441618,387,0.6005747318267822
1522238550.0741248,388,0.5986589789390564
1522238550.7428024,390,0.5890804529190063
1522238551.1980138,391,0.5900382995605469
1522238551.6823342,392,0.5977011322975159
1522238552.0182676,393,0.5747126340866089
1522238554.7517192,402,0.6139847040176392
1522238555.0249338,403,0.5967432856559753
1522238555.6646924,405,0.5900382995605469
1522238556.6101367,408,0.6024904251098633
1522238558.7241883,415,0.6235632300376892
1522238559.0294988,416,0.6015325784683228
1522238560.2611117,420,0.6063218116760254
